Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD,ESN,L_E_S
Engines and APUs,Pratt & Whitney,"GA Telesis, http://www.myairlease.com/available/ga_telesis","Mr. E. Weijer, mailto:eweijer@gatelesis.com?Subject=Query%20for%20ESN%20723704%20listed%20in%20myairlease.com",+1 954 676 3111,PW4056-1C,,,,,,,1605,IMM,723704,L/S
Engines and APUs,Pratt & Whitney Canada,"Jetset Airmotive, http://www.myairlease.com/available/jetset_airmotive","Mr. P. Reeves, mailto:preeves@jsamiami.com?Subject=Query%20for%20ESN%20PCEPC00771%20listed%20in%20myairlease.com",+1 817 354 2002,PT6A-114A,,,,,,,1601,IMM,PCE-PC00771,S
Engines and APUs,Pratt & Whitney Canada,"Jetset Airmotive, http://www.myairlease.com/available/jetset_airmotive","Mr. P. Reeves, mailto:preeves@jsamiami.com?Subject=Query%20for%20ESN%20PCE-50935%20listed%20in%20myairlease.com",+1 817 354 2002,PT6A-27,,,,,,,1601,IMM,PCE-50935,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AZ0003%20listed%20in%20myairlease.com",+49 6731 497170,PW119B/C,,,,,,,1604,IMM,AZ0003,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20121164%20listed%20in%20myairlease.com",+49 6731 497170,PW120A,,,,,,,1604,IMM,121164,L
Engines and APUs,Pratt & Whitney,"GA Telesis, http://www.myairlease.com/available/ga_telesis","Mr. E. Weijer, mailto:eweijer@gatelesis.com?Subject=Query%20for%20ESN%20717615%20listed%20in%20myairlease.com",+1 954 676 3111,PW4056-1C,,,,,,,1605,IMM,717615,L/S
Engines and APUs,Pratt & Whitney,"GA Telesis, http://www.myairlease.com/available/ga_telesis","Mr. E. Weijer, mailto:eweijer@gatelesis.com?Subject=Query%20for%20ESN%20717569%20listed%20in%20myairlease.com",+1 954 676 3111,PW4056-1C,,,,,,,1605,IMM,717569,L/S
Engines and APUs,Pratt & Whitney,"GA Telesis, http://www.myairlease.com/available/ga_telesis","Mr. E. Weijer, mailto:eweijer@gatelesis.com?Subject=Query%20for%20ESN%20718543%20listed%20in%20myairlease.com",+1 954 676 3111,JT8D-200,,,,,,,1605,IMM,718543,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20121384%20listed%20in%20myairlease.com",+49 6731 497170,PW120A,,,,,,,1604,IMM,121384,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20120603%20listed%20in%20myairlease.com",+49 6731 497170,PW121,,,,,,,1604,IMM,120603,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20120292%20listed%20in%20myairlease.com",+49 6731 497170,PW121,,,,,,,1604,IMM,120292,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20123256%20listed%20in%20myairlease.com",+49 6731 497170,PW123B,,,,,,,1604,IMM,123256,L
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20708524%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-219,,,,,,,1603,IMM,708524,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20725006%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-217C,,,,,,,1603,IMM,725006,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20718465%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-217C,,,,,,,1603,IMM,718465,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20123023%20listed%20in%20myairlease.com",+49 6731 497170,PW123B,,,,,,,1604,1608,123023,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20124548%20listed%20in%20myairlease.com",+49 6731 497170,PW124B,,,,,,,1604,IMM,124548,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20124365%20listed%20in%20myairlease.com",+49 6731 497170,PW124B,,,,,,,1604,IMM,124365,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20125016%20listed%20in%20myairlease.com",+49 6731 497170,PW125B,,,,,,,1604,IMM,125016,L
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20726158%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-217C,,,,,,,1603,IMM,726158,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20688057%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17,,,,,,,1603,IMM,688057,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20688473%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17,,,,,,,1603,IMM,688473,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20125197%20listed%20in%20myairlease.com",+49 6731 497170,PW125B,,,,,,,1604,IMM,125197,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AK0011%20listed%20in%20myairlease.com",+49 6731 497170,PW127F,,,,,,,1604,1610,AK0011,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20EB0045%20listed%20in%20myairlease.com",+49 6731 497170,PW127F,,,,,,,1604,1612,EB0045,L
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20687383%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17,,,,,,,1603,IMM,687383,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20689959%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17,,,,,,,1603,IMM,689959,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20676248%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17,,,,,,,1603,IMM,676248,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AV0081%20listed%20in%20myairlease.com",+49 6731 497170,PW127F,,,,,,,1604,IMM,AV0081,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AM0096%20listed%20in%20myairlease.com",+49 6731 497170,PW127M,,,,,,,1604,1608,AM0096,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AM0056%20listed%20in%20myairlease.com",+49 6731 497170,PW127M,,,,,,,1604,IMM,AM0056,L
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20688203%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17,,,,,,,1603,IMM,688203,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20688734%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-17A,,,,,,,1603,IMM,688734,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20686291%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-15,,,,,,,1603,IMM,686291,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20ED0138%20listed%20in%20myairlease.com",+49 6731 497170,PW127M,,,,,,,1604,IMM,ED0138,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20ED0766%20listed%20in%20myairlease.com",+49 6731 497170,PW127M,,,,,,,1604,IMM,ED0766,L
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20900326%20listed%20in%20myairlease.com",+49 6731 497170,PW901A,,,,,,,1604,IMM,900326,L
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20708372%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-15,,,,,,,1603,IMM,708372,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20709233%20listed%20in%20myairlease.com",+1 954 632 8024,JT8D-15A,,,,,,,1603,IMM,709233,S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20645436%20listed%20in%20myairlease.com",+1 954 632 8024,JT3D-7,,,,,,,1603,IMM,645436,S
"Aircraft, engines and APUs, (per Lessor/Seller)",3TOP Aviation Services Limited,,"Mr. P. Dsilva, mailto:Paul@3topaviation.com?Subject=Query%20for%20ESN%20724034%20listed%20in%20myairlease.com",,PW4158/56A/52,,,,,,,1605,IMM,724034,S
Engines and APUs,Pratt & Whitney Canada,"LHT AERO Alzey, http://www.myairlease.com/available/lht_aero_alzey","Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20900893%20listed%20in%20myairlease.com",+49 6731 497170,PW901C,,,,,,,1604,IMM,900893,L
Engines and APUs,Pratt & Whitney Canada,"LOGIX Aero, http://www.myairlease.com/available/logix_aero","Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20AV0052%20listed%20in%20myairlease.com",+33 647 82 42 62,PW127M,,,,,,,1605,IMM,AV0052,L/E/S
Engines and APUs,Pratt & Whitney Canada,"LOGIX Aero, http://www.myairlease.com/available/logix_aero","Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20AV0063%20listed%20in%20myairlease.com",+33 647 82 42 62,PW127M,,,,,,,1605,IMM,AV0063,L/E/S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20643677%20listed%20in%20myairlease.com",+1 954 632 8024,JT3D-3B,,,,,,,1603,IMM,643677,L/E/S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20678958%20listed%20in%20myairlease.com",+1 954 632 8024,JT3D-3B,,,,,,,1603,IMM,678958,L/E/S
Engines and APUs,Pratt & Whitney,"Global Turbine Services, http://www.myairlease.com/available/global_turbine_services","Mr. J. Tannir, mailto:jtannir@gtsaviation.com?Subject=Query%20for%20ESN%20671339%20listed%20in%20myairlease.com",+1 954 632 8024,JT3D-3B,,,,,,,1603,IMM,671339,L/E/S
Engines and APUs,Pratt & Whitney Canada,"LOGIX Aero, http://www.myairlease.com/available/logix_aero","Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20PCE900357%20listed%20in%20myairlease.com",+33 647 82 42 62,PW901A,,,,,,,1605,IMM,PCE900357,L
Engines and APUs,Pratt & Whitney Canada,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20ESN%20120935%20listed%20in%20myairlease.com",+1 336 682 5441,PW120,,,,,,,1605,IMM,120935,L/S
Engines and APUs,Pratt & Whitney Canada,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20ESN%20120781%20listed%20in%20myairlease.com",+1 336 682 5441,PW120,,,,,,,1605,IMM,120781,L/S
Engines and APUs,Pratt & Whitney,"Hartford Aviation Group, http://www.myairlease.com/available/hartford_aviation_group","Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20727672%20listed%20in%20myairlease.com",+1 860 549 0096,PW4062-3,,,,,,,1603,IMM,727672,L
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20727394%20listed%20in%20myairlease.com",,PW4062-3,,,,,,,1603,IMM,727394,L
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20727359%20listed%20in%20myairlease.com",,PW4062-3,,,,,,,1603,IMM,727359,L
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20716610%20listed%20in%20myairlease.com",,JT9D-7R4D,,,,,,,1603,IMM,716610,L
Engines and APUs,Pratt & Whitney Canada,"Regional One, http://www.myairlease.com/available/regional_one","Mr. M. Bolivar, mailto:mbolivar@regionalone.com?Subject=Query%20for%20ESN%20124442%20listed%20in%20myairlease.com",+1 786 623 3936,PW126,,,,,,,1605,IMM,124442,L/E/S
Engines and APUs,Pratt & Whitney Canada,"Regional One, http://www.myairlease.com/available/regional_one","Mr. M. Bolivar, mailto:mbolivar@regionalone.com?Subject=Query%20for%20ESN%20124350%20listed%20in%20myairlease.com",+1 786 623 3936,PW126,,,,,,,1605,IMM,124350,L/E/S
Engines and APUs,Pratt & Whitney Canada,"Regional One, http://www.myairlease.com/available/regional_one","Mr. M. Bolivar, mailto:mbolivar@regionalone.com?Subject=Query%20for%20ESN%20AW0029%20listed%20in%20myairlease.com",+1 786 623 3936,PW123E,,,,,,,1605,IMM,AW0029,L
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20715431%20listed%20in%20myairlease.com",,JT9D-7R4D,,,,,,,1603,IMM,715431,L
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20715427%20listed%20in%20myairlease.com",,JT9D-7R4D,,,,,,,1603,IMM,715427,L/S
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20709609%20listed%20in%20myairlease.com",,JT9D-7R4D,,,,,,,1603,IMM,709609,L
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20695935%20listed%20in%20myairlease.com",,JT9D-7J,,,,,,,1603,IMM,695935,S
Engines and APUs,Pratt & Whitney Canada,"Regional One, http://www.myairlease.com/available/regional_one","Mr. M. Bolivar, mailto:mbolivar@regionalone.com?Subject=Query%20for%20ESN%20120434%20listed%20in%20myairlease.com",+1 786 623 3936,PW121,,,,,,,1605,IMM,120434,L/E/S
Engines and APUs,Pratt & Whitney Canada,"Regional One, http://www.myairlease.com/available/regional_one","Mr. M. Bolivar, mailto:mbolivar@regionalone.com?Subject=Query%20for%20ESN%20120311%20listed%20in%20myairlease.com",+1 786 623 3936,PW120,,,,,,,1605,IMM,120311,L/E/S
Engines and APUs,Pratt & Whitney Canada,"Regional One, http://www.myairlease.com/available/regional_one","Mr. M. Bolivar, mailto:mbolivar@regionalone.com?Subject=Query%20for%20ESN%20120219%20listed%20in%20myairlease.com",+1 786 623 3936,PW120A,,,,,,,1605,IMM,120219,L/E/S
Engines and APUs,Pratt & Whitney Canada,"Royal Aero Services, http://www.myairlease.com/available/royal_aero_services","Mr. C. MacLeod, mailto:calum@royalaero.com?Subject=Query%20for%20ESN%20121196%20listed%20in%20myairlease.com",+49 8025 99360,PW121,,,,,,,1605,IMM,121196,L/S
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20695934%20listed%20in%20myairlease.com",,JT9D-7J,,,,,,,1603,IMM,695934,S
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20695912%20listed%20in%20myairlease.com",,JT9D-7J,,,,,,,1603,IMM,695912,S
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20695823%20listed%20in%20myairlease.com",,JT9D-7J,,,,,,,1603,IMM,695823,S
Engines and APUs,Pratt & Whitney,,"Mr. C. Merz, mailto:carlmerz@hartfordaviation.com?Subject=Query%20for%20ESN%20662506%20listed%20in%20myairlease.com",,JT9D-7J,,,,,,,1603,IMM,662506,S
Engines and APUs,Pratt & Whitney Canada,"Willis Lease, http://www.myairlease.com/available/willis_lease","Mr. D. Desaulniers, mailto:ddesaulniers@willislease.com?Subject=Query%20for%20ESN%20FA0995%20listed%20in%20myairlease.com",+1 415 408 4797,PW150A,,,,,,,1605,IMM,FA0995,L
Engines and APUs,Pratt & Whitney Canada,"Willis Lease, http://www.myairlease.com/available/willis_lease","Mr. D. Desaulniers, mailto:ddesaulniers@willislease.com?Subject=Query%20for%20ESN%20FA0977%20listed%20in%20myairlease.com",+1 415 408 4797,PW150A,,,,,,,1605,IMM,FA0977,L
Engines and APUs,Pratt & Whitney Canada,"Willis Lease, http://www.myairlease.com/available/willis_lease","Mr. D. Desaulniers, mailto:ddesaulniers@willislease.com?Subject=Query%20for%20ESN%20FA0976%20listed%20in%20myairlease.com",+1 415 408 4797,PW150A,,,,,,,1605,IMM,FA0976,L
Engines and APUs,Pratt & Whitney,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20ESN%20727293%20listed%20in%20myairlease.com",+1 310 652 0296,PW2037,,,,,,,1603,IMM,727293,L/S
Engines and APUs,Pratt & Whitney,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20JT8D-15%20listed%20in%20myairlease.com",+1 925 465 0400,JT8D-15,,,,,,,1605,IMM,OR,S
Engines and APUs,Pratt & Whitney,"Logistic Air, http://www.myairlease.com/available/logistic_air","Mr. V. Cooyar, mailto:leasing@logisticair.com?Subject=Query%20for%20JT8D-9A%20listed%20in%20myairlease.com",+1 925 465 0400,JT8D-9A,,,,,,,1605,IMM,OR,S
"Aircraft, engines and APUs, (per Lessor/Seller)",A-Sonic Aviation,,"Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2053626%20listed%20in%20myairlease.com",,MD-83,1999,53626,OR,JT8D-219,0/16/124,S,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",A-Sonic Aviation,,"Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2053122%20listed%20in%20myairlease.com",,MD-83,1992,53122,OR,JT8D-219,0/12/135,S,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",A-Sonic Aviation,,"Mrs. S. Chia, mailto:aircraft.enquiry@asonic-aviation.com?Subject=Query%20for%20MSN%2049941%20listed%20in%20myairlease.com",,MD-83,1990,49941,OR,JT8D-219,O/0/167,S,1602,IMM,,
